sex,frontal_axis,vertical_axis,lateral_axis,sensor_id,RSSI,Phase,frequent,Label
1,0.50654,0.90487,0.066138,2.0,-57.5,5.3214,921.75,2
1,0.50654,0.90487,0.066138,2.0,-57.5,5.3214,921.75,2
1,0.50654,0.90487,0.066138,2.0,-57.5,5.3214,921.75,2
1,0.50654,0.90487,0.066138,2.0,-57.0,5.1511,922.25,2
1,0.50654,0.90487,0.066138,2.0,-57.0,5.1511,922.25,2
1,0.50654,0.90487,0.066138,2.0,-57.0,5.1511,922.25,2
1,0.50654,0.90487,0.066138,2.0,-57.0,5.1511,922.25,2
1,0.50654,0.90487,0.066138,2.0,-57.0,5.1511,922.25,2
1,0.50654,0.90487,0.066138,2.0,-57.0,5.1511,922.25,2
1,0.50654,0.90487,0.066138,2.0,-58.0,5.869,920.75,2
1,0.50654,0.90487,0.066138,2.0,-58.0,5.869,920.75,2
1,0.50654,0.90487,0.066138,2.0,-58.0,5.869,920.75,2
1,0.50654,0.90487,0.066138,2.0,-58.0,5.869,920.75,2
1,0.50654,0.90487,0.066138,2.0,-58.0,5.869,920.75,2
1,0.50654,0.90487,0.066138,2.0,-58.0,5.869,920.75,2
1,0.51826,0.91636,0.077541,1.0,-69.0,0.49394,921.25,2
1,0.51826,0.91636,0.077541,1.0,-69.0,0.49394,921.25,2
1,0.51826,0.91636,0.077541,1.0,-69.0,0.49394,921.25,2
1,0.51826,0.91636,0.077541,1.0,-69.0,0.49394,921.25,2
1,0.51826,0.91636,0.077541,1.0,-69.0,0.49394,921.25,2
1,0.51826,0.91636,0.077541,1.0,-69.0,0.49394,921.25,2
1,0.51826,0.91636,0.077541,2.0,-58.5,4.5943,923.75,2
1,0.51826,0.91636,0.077541,2.0,-58.5,4.5943,923.75,2
1,0.51826,0.91636,0.077541,2.0,-58.5,4.5943,923.75,2
1,0.51826,0.91636,0.077541,2.0,-58.5,4.5943,923.75,2
1,0.51826,0.91636,0.077541,2.0,-58.5,4.5943,923.75,2
1,0.51826,0.91636,0.077541,2.0,-58.5,4.5943,923.75,2
1,0.51826,0.91636,0.077541,2.0,-57.5,5.4257,922.25,2
1,0.51826,0.91636,0.077541,2.0,-57.5,5.4257,922.25,2
1,0.51826,0.91636,0.077541,2.0,-57.5,5.4257,922.25,2
1,0.51826,0.91636,0.077541,2.0,-57.5,5.4257,922.25,2
1,0.51826,0.91636,0.077541,2.0,-57.5,5.4257,922.25,2
1,0.51826,0.91636,0.077541,2.0,-57.5,5.4257,922.25,2
1,0.51826,0.91636,0.077541,2.0,-57.5,5.9564,920.75,2
1,0.51826,0.91636,0.077541,2.0,-57.5,5.9564,920.75,2
1,0.51826,0.91636,0.077541,2.0,-57.5,5.9564,920.75,2
1,0.51826,0.91636,0.077541,2.0,-57.5,5.9564,920.75,2
1,0.51826,0.91636,0.077541,2.0,-57.5,5.9564,920.75,2
1,0.51826,0.91636,0.077541,2.0,-57.5,5.9564,920.75,2
1,0.49481,0.92784,0.066138,2.0,-58.0,5.9365,920.25,2
1,0.49481,0.92784,0.066138,2.0,-58.0,5.9365,920.25,2
1,0.49481,0.92784,0.066138,2.0,-58.0,5.9365,920.25,2
1,0.49481,0.92784,0.066138,2.0,-58.0,5.9365,920.25,2
1,0.49481,0.92784,0.066138,2.0,-58.0,5.9365,920.25,2
1,0.49481,0.92784,0.066138,2.0,-58.0,5.9365,920.25,2
1,0.49481,0.92784,0.066138,2.0,-58.0,5.7402,920.75,2
1,0.49481,0.92784,0.066138,2.0,-58.0,5.7402,920.75,2
1,0.49481,0.92784,0.066138,2.0,-58.0,5.7402,920.75,2
1,0.49481,0.92784,0.066138,2.0,-58.0,5.7402,920.75,2
1,0.49481,0.92784,0.066138,2.0,-58.0,5.7402,920.75,2
1,0.49481,0.92784,0.066138,2.0,-58.0,5.7402,920.75,2
1,0.49481,0.92784,0.066138,2.0,-57.5,5.4334,921.75,2
1,0.49481,0.92784,0.066138,2.0,-57.5,5.4334,921.75,2
1,0.49481,0.92784,0.066138,2.0,-57.5,5.4334,921.75,2
1,0.49481,0.92784,0.066138,2.0,-57.5,5.4334,921.75,2
1,0.49481,0.92784,0.066138,2.0,-57.5,5.4334,921.75,2
1,0.49481,0.92784,0.066138,2.0,-57.5,5.4334,921.75,2
1,0.49481,0.92784,0.066138,2.0,-57.5,5.2125,922.25,2
1,0.49481,0.92784,0.066138,2.0,-57.5,5.2125,922.25,2
1,0.49481,0.92784,0.066138,2.0,-57.5,5.2125,922.25,2
1,0.49481,0.92784,0.066138,2.0,-57.5,5.2125,922.25,2
1,0.49481,0.92784,0.066138,2.0,-57.5,5.2125,922.25,2
1,0.49481,0.92784,0.066138,2.0,-57.5,5.2125,922.25,2
1,0.49481,0.92784,0.066138,1.0,-67.0,0.96641,920.75,2
1,0.49481,0.92784,0.066138,1.0,-67.0,0.96641,920.75,2
1,0.49481,0.92784,0.066138,1.0,-67.0,0.96641,920.75,2
1,0.49481,0.92784,0.066138,1.0,-67.0,0.96641,920.75,2
1,0.49481,0.92784,0.066138,1.0,-67.0,0.96641,920.75,2
1,0.49481,0.92784,0.066138,1.0,-67.0,0.96641,920.75,2
1,0.52999,0.91636,0.088944,1.0,-68.0,3.453,921.25,2
1,0.52999,0.91636,0.088944,1.0,-68.0,3.453,921.25,2
1,0.52999,0.91636,0.088944,1.0,-68.0,3.453,921.25,2
1,0.52999,0.91636,0.088944,1.0,-68.0,3.453,921.25,2
1,0.52999,0.91636,0.088944,1.0,-68.0,3.453,921.25,2
1,0.52999,0.91636,0.088944,1.0,-68.0,3.453,921.25,2
1,0.52999,0.91636,0.088944,1.0,-68.5,6.1283,921.75,2
1,0.52999,0.91636,0.088944,1.0,-68.5,6.1283,921.75,2
1,0.52999,0.91636,0.088944,1.0,-68.5,6.1283,921.75,2
1,0.52999,0.91636,0.088944,1.0,-68.5,6.1283,921.75,2
1,0.52999,0.91636,0.088944,1.0,-68.5,6.1283,921.75,2
1,0.52999,0.91636,0.088944,1.0,-68.5,6.1283,921.75,2
1,0.52999,0.91636,0.088944,2.0,-57.5,5.5039,921.25,2
1,0.52999,0.91636,0.088944,2.0,-57.5,5.5039,921.25,2
1,0.52999,0.91636,0.088944,2.0,-57.5,5.5039,921.25,2
1,0.52999,0.91636,0.088944,2.0,-57.5,5.5039,921.25,2
1,0.52999,0.91636,0.088944,2.0,-57.5,5.5039,921.25,2
1,0.52999,0.91636,0.088944,2.0,-57.5,5.5039,921.25,2
1,0.52999,0.91636,0.088944,1.0,-66.5,4.5759,920.25,2
1,0.52999,0.91636,0.088944,1.0,-66.5,4.5759,920.25,2
1,0.52999,0.91636,0.088944,1.0,-66.5,4.5759,920.25,2
1,0.52999,0.91636,0.088944,1.0,-66.5,4.5759,920.25,2
1,0.52999,0.91636,0.088944,1.0,-66.5,4.5759,920.25,2
1,0.52999,0.91636,0.088944,1.0,-66.5,4.5759,920.25,2
1,0.45964,0.93932,0.031928,2.0,-58.0,5.9933,920.25,2
1,0.45964,0.93932,0.031928,2.0,-58.0,5.9933,920.25,2
1,0.45964,0.93932,0.031928,2.0,-58.0,5.9933,920.25,2
1,0.45964,0.93932,0.031928,2.0,-58.0,5.9933,920.25,2
1,0.45964,0.93932,0.031928,2.0,-58.0,5.9933,920.25,2
1,0.45964,0.93932,0.031928,2.0,-58.0,5.9933,920.25,2
1,0.45964,0.93932,0.031928,2.0,-58.0,5.6788,920.75,2
1,0.45964,0.93932,0.031928,2.0,-58.0,5.6788,920.75,2
1,0.45964,0.93932,0.031928,2.0,-58.0,5.6788,920.75,2
1,0.45964,0.93932,0.031928,2.0,-58.0,5.6788,920.75,2
1,0.45964,0.93932,0.031928,2.0,-58.0,5.6788,920.75,2
1,0.45964,0.93932,0.031928,2.0,-58.0,5.6788,920.75,2
1,0.45964,0.93932,0.031928,1.0,-68.0,6.0746,921.75,2
1,0.45964,0.93932,0.031928,1.0,-68.0,6.0746,921.75,2
1,0.45964,0.93932,0.031928,1.0,-68.0,6.0746,921.75,2
1,0.45964,0.93932,0.031928,1.0,-68.0,6.0746,921.75,2
1,0.45964,0.93932,0.031928,1.0,-68.0,6.0746,921.75,2
1,0.45964,0.93932,0.031928,1.0,-68.0,6.0746,921.75,2
1,0.45964,0.93932,0.031928,2.0,-58.0,5.6128,921.25,2
1,0.45964,0.93932,0.031928,2.0,-58.0,5.6128,921.25,2
1,0.45964,0.93932,0.031928,2.0,-58.0,5.6128,921.25,2
1,0.45964,0.93932,0.031928,2.0,-58.0,5.6128,921.25,2
1,0.45964,0.93932,0.031928,2.0,-58.0,5.6128,921.25,2
1,0.45964,0.93932,0.031928,2.0,-58.0,5.6128,921.25,2
1,0.55344,0.90487,0.088944,1.0,-67.0,1.5616,920.25,2
1,0.55344,0.90487,0.088944,1.0,-67.0,1.5616,920.25,2
1,0.55344,0.90487,0.088944,1.0,-67.0,1.5616,920.25,2
1,0.55344,0.90487,0.088944,1.0,-67.0,1.5616,920.25,2
1,0.55344,0.90487,0.088944,1.0,-67.0,1.5616,920.25,2
1,0.55344,0.90487,0.088944,1.0,-67.0,1.5616,920.25,2
1,0.74105,0.82449,0.18017,1.0,-66.5,4.7216,920.25,2
1,0.74105,0.82449,0.18017,1.0,-66.5,4.7216,920.25,2
1,0.74105,0.82449,0.18017,1.0,-66.5,4.7216,920.25,2
1,0.74105,0.82449,0.18017,1.0,-66.5,4.7216,920.25,2
1,0.74105,0.82449,0.18017,1.0,-66.5,4.7216,920.25,2
1,0.74105,0.82449,0.18017,1.0,-66.5,4.7216,920.25,2
1,0.74105,0.82449,0.18017,2.0,-58.0,6.1313,920.25,2
1,0.74105,0.82449,0.18017,2.0,-58.0,6.1313,920.25,2
1,0.74105,0.82449,0.18017,2.0,-58.0,6.1313,920.25,2
1,0.74105,0.82449,0.18017,2.0,-58.0,6.1313,920.25,2
1,0.74105,0.82449,0.18017,2.0,-58.0,6.1313,920.25,2
1,0.74105,0.82449,0.18017,2.0,-58.0,6.1313,920.25,2
1,0.67069,0.87042,0.15736,2.0,-59.0,4.197,924.25,2
1,0.67069,0.87042,0.15736,2.0,-59.0,4.197,924.25,2
1,0.67069,0.87042,0.15736,2.0,-59.0,4.197,924.25,2
1,0.67069,0.87042,0.15736,2.0,-59.0,4.197,924.25,2
1,0.67069,0.87042,0.15736,2.0,-59.0,4.197,924.25,2
1,0.67069,0.87042,0.15736,2.0,-59.0,4.197,924.25,2
1,0.67069,0.87042,0.15736,2.0,-58.0,1.6935,923.25,2
1,0.67069,0.87042,0.15736,2.0,-58.0,1.6935,923.25,2
1,0.67069,0.87042,0.15736,2.0,-58.0,1.6935,923.25,2
1,0.67069,0.87042,0.15736,2.0,-58.0,1.6935,923.25,2
1,0.67069,0.87042,0.15736,2.0,-58.0,1.6935,923.25,2
1,0.67069,0.87042,0.15736,2.0,-58.0,1.6935,923.25,2
1,0.67069,0.87042,0.15736,2.0,-57.0,5.754,921.25,2
1,0.67069,0.87042,0.15736,2.0,-57.0,5.754,921.25,2
1,0.67069,0.87042,0.15736,2.0,-57.0,5.754,921.25,2
1,0.67069,0.87042,0.15736,2.0,-57.0,5.754,921.25,2
1,0.67069,0.87042,0.15736,2.0,-57.0,5.754,921.25,2
1,0.67069,0.87042,0.15736,2.0,-57.0,5.754,921.25,2
1,0.55344,0.89339,0.088944,2.0,-60.5,0.77159,925.25,2
1,0.55344,0.89339,0.088944,2.0,-60.5,0.77159,925.25,2
1,0.55344,0.89339,0.088944,2.0,-60.5,0.77159,925.25,2
1,0.55344,0.89339,0.088944,2.0,-60.5,0.77159,925.25,2
1,0.55344,0.89339,0.088944,2.0,-60.5,0.77159,925.25,2
1,0.55344,0.89339,0.088944,2.0,-60.5,0.77159,925.25,2
1,0.55344,0.89339,0.088944,2.0,-58.5,1.1658,924.25,2
1,0.55344,0.89339,0.088944,2.0,-58.5,1.1658,924.25,2
1,0.55344,0.89339,0.088944,2.0,-58.5,1.1658,924.25,2
1,0.55344,0.89339,0.088944,2.0,-58.5,1.1658,924.25,2
1,0.55344,0.89339,0.088944,2.0,-58.5,1.1658,924.25,2
1,0.55344,0.89339,0.088944,2.0,-58.5,1.1658,924.25,2
1,0.63552,0.85894,0.12315,1.0,-68.0,4.1203,920.75,2
1,0.63552,0.85894,0.12315,1.0,-68.0,4.1203,920.75,2
1,0.63552,0.85894,0.12315,1.0,-68.0,4.1203,920.75,2
1,0.63552,0.85894,0.12315,1.0,-68.0,4.1203,920.75,2
1,0.63552,0.85894,0.12315,1.0,-68.0,4.1203,920.75,2
1,0.63552,0.85894,0.12315,1.0,-68.0,4.1203,920.75,2
1,0.63552,0.85894,0.12315,2.0,-59.0,1.2671,924.25,2
1,0.63552,0.85894,0.12315,2.0,-59.0,1.2671,924.25,2
1,0.63552,0.85894,0.12315,2.0,-59.0,1.2671,924.25,2
1,0.63552,0.85894,0.12315,2.0,-59.0,1.2671,924.25,2
1,0.63552,0.85894,0.12315,2.0,-59.0,1.2671,924.25,2
1,0.63552,0.85894,0.12315,2.0,-59.0,1.2671,924.25,2
1,0.64724,0.85894,0.12315,2.0,-60.5,0.72711,925.25,2
1,0.64724,0.85894,0.12315,2.0,-60.5,0.72711,925.25,2
1,0.64724,0.85894,0.12315,2.0,-60.5,0.72711,925.25,2
1,0.64724,0.85894,0.12315,2.0,-60.5,0.72711,925.25,2
1,0.64724,0.85894,0.12315,2.0,-60.5,0.72711,925.25,2
1,0.64724,0.85894,0.12315,2.0,-60.5,0.72711,925.25,2
1,0.64724,0.85894,0.12315,1.0,-68.0,1.7211,920.25,2
1,0.64724,0.85894,0.12315,1.0,-68.0,1.7211,920.25,2
1,0.64724,0.85894,0.12315,1.0,-68.0,1.7211,920.25,2
1,0.64724,0.85894,0.12315,1.0,-68.0,1.7211,920.25,2
1,0.64724,0.85894,0.12315,1.0,-68.0,1.7211,920.25,2
1,0.64724,0.85894,0.12315,1.0,-68.0,1.7211,920.25,2
1,0.64724,0.85894,0.12315,2.0,-59.0,4.6418,923.75,2
1,0.64724,0.85894,0.12315,2.0,-59.0,4.6418,923.75,2
1,0.64724,0.85894,0.12315,2.0,-59.0,4.6418,923.75,2
1,0.64724,0.85894,0.12315,2.0,-59.0,4.6418,923.75,2
1,0.64724,0.85894,0.12315,2.0,-59.0,4.6418,923.75,2
1,0.64724,0.85894,0.12315,2.0,-59.0,4.6418,923.75,2
1,0.55344,0.88191,0.077541,2.0,-58.0,4.9364,922.75,2
1,0.55344,0.88191,0.077541,2.0,-58.0,4.9364,922.75,2
1,0.55344,0.88191,0.077541,2.0,-58.0,4.9364,922.75,2
1,0.55344,0.88191,0.077541,2.0,-58.0,4.9364,922.75,2
1,0.55344,0.88191,0.077541,2.0,-58.0,4.9364,922.75,2
1,0.55344,0.88191,0.077541,2.0,-58.0,4.9364,922.75,2
1,0.55344,0.88191,0.077541,1.0,-68.0,1.1689,920.75,2
1,0.55344,0.88191,0.077541,1.0,-68.0,1.1689,920.75,2
1,0.55344,0.88191,0.077541,1.0,-68.0,1.1689,920.75,2
1,0.55344,0.88191,0.077541,1.0,-68.0,1.1689,920.75,2
1,0.55344,0.88191,0.077541,1.0,-68.0,1.1689,920.75,2
1,0.55344,0.88191,0.077541,1.0,-68.0,1.1689,920.75,2
1,0.54171,0.89339,0.077541,1.0,-67.5,4.3197,920.75,2
1,0.54171,0.89339,0.077541,1.0,-67.5,4.3197,920.75,2
1,0.54171,0.89339,0.077541,1.0,-67.5,4.3197,920.75,2
1,0.54171,0.89339,0.077541,1.0,-67.5,4.3197,920.75,2
1,0.54171,0.89339,0.077541,1.0,-67.5,4.3197,920.75,2
1,0.54171,0.89339,0.077541,1.0,-67.5,4.3197,920.75,2
1,0.54171,0.89339,0.077541,2.0,-57.5,1.5723,923.75,2
1,0.54171,0.89339,0.077541,2.0,-57.5,1.5723,923.75,2
1,0.54171,0.89339,0.077541,2.0,-57.5,1.5723,923.75,2
1,0.54171,0.89339,0.077541,2.0,-57.5,1.5723,923.75,2
1,0.54171,0.89339,0.077541,2.0,-57.5,1.5723,923.75,2
1,0.54171,0.89339,0.077541,2.0,-57.5,1.5723,923.75,2
1,0.50654,0.91636,0.066138,2.0,-57.5,1.3944,923.75,2
1,0.50654,0.91636,0.066138,2.0,-57.5,1.3944,923.75,2
1,0.50654,0.91636,0.066138,2.0,-57.5,1.3944,923.75,2
1,0.50654,0.91636,0.066138,2.0,-57.5,1.3944,923.75,2
1,0.50654,0.91636,0.066138,2.0,-57.5,1.3944,923.75,2
1,0.50654,0.91636,0.066138,2.0,-57.5,1.3944,923.75,2
1,0.50654,0.91636,0.066138,2.0,-60.0,0.95567,925.25,2
1,0.50654,0.91636,0.066138,2.0,-60.0,0.95567,925.25,2
1,0.50654,0.91636,0.066138,2.0,-60.0,0.95567,925.25,2
1,0.50654,0.91636,0.066138,2.0,-60.0,0.95567,925.25,2
1,0.50654,0.91636,0.066138,2.0,-60.0,0.95567,925.25,2
1,0.50654,0.91636,0.066138,2.0,-60.0,0.95567,925.25,2
1,0.55344,0.90487,0.10035,2.0,-57.5,5.8215,920.75,2
1,0.55344,0.90487,0.10035,2.0,-57.5,5.8215,920.75,2
1,0.55344,0.90487,0.10035,2.0,-57.5,5.8215,920.75,2
1,0.55344,0.90487,0.10035,2.0,-57.5,5.8215,920.75,2
1,0.55344,0.90487,0.10035,2.0,-57.5,5.8215,920.75,2
1,0.55344,0.90487,0.10035,2.0,-57.5,5.8215,920.75,2
1,0.55344,0.90487,0.10035,2.0,-57.5,5.418,921.75,2
1,0.55344,0.90487,0.10035,2.0,-57.5,5.418,921.75,2
1,0.55344,0.90487,0.10035,2.0,-57.5,5.418,921.75,2
1,0.55344,0.90487,0.10035,2.0,-57.5,5.418,921.75,2
1,0.55344,0.90487,0.10035,2.0,-57.5,5.418,921.75,2
1,0.55344,0.90487,0.10035,2.0,-57.5,5.418,921.75,2
1,0.55344,0.90487,0.10035,1.0,-68.0,4.6832,920.25,2
1,0.55344,0.90487,0.10035,1.0,-68.0,4.6832,920.25,2
1,0.55344,0.90487,0.10035,1.0,-68.0,4.6832,920.25,2
1,0.55344,0.90487,0.10035,1.0,-68.0,4.6832,920.25,2
1,0.55344,0.90487,0.10035,1.0,-68.0,4.6832,920.25,2
1,0.55344,0.90487,0.10035,1.0,-68.0,4.6832,920.25,2
1,0.55344,0.90487,0.10035,2.0,-59.0,0.79153,925.25,2
1,0.55344,0.90487,0.10035,2.0,-59.0,0.79153,925.25,2
1,0.55344,0.90487,0.10035,2.0,-59.0,0.79153,925.25,2
1,0.55344,0.90487,0.10035,2.0,-59.0,0.79153,925.25,2
1,0.55344,0.90487,0.10035,2.0,-59.0,0.79153,925.25,2
1,0.55344,0.90487,0.10035,2.0,-59.0,0.79153,925.25,2
1,0.55344,0.90487,0.10035,2.0,-58.0,4.7063,923.25,2
1,0.55344,0.90487,0.10035,2.0,-58.0,4.7063,923.25,2
1,0.55344,0.90487,0.10035,2.0,-58.0,4.7063,923.25,2
1,0.55344,0.90487,0.10035,2.0,-58.0,4.7063,923.25,2
1,0.55344,0.90487,0.10035,2.0,-58.0,4.7063,923.25,2
1,0.55344,0.90487,0.10035,2.0,-58.0,4.7063,923.25,2
1,0.55344,0.89339,0.088944,2.0,-57.0,5.1664,922.75,2
1,0.55344,0.89339,0.088944,2.0,-57.0,5.1664,922.75,2
1,0.55344,0.89339,0.088944,2.0,-57.0,5.1664,922.75,2
1,0.55344,0.89339,0.088944,2.0,-57.0,5.1664,922.75,2
1,0.55344,0.89339,0.088944,2.0,-57.0,5.1664,922.75,2
1,0.55344,0.89339,0.088944,2.0,-57.0,5.1664,922.75,2
1,0.55344,0.89339,0.088944,2.0,-56.5,6.208,921.25,2
1,0.55344,0.89339,0.088944,2.0,-56.5,6.208,921.25,2
1,0.55344,0.89339,0.088944,2.0,-56.5,6.208,921.25,2
1,0.55344,0.89339,0.088944,2.0,-56.5,6.208,921.25,2
1,0.55344,0.89339,0.088944,2.0,-56.5,6.208,921.25,2
1,0.55344,0.89339,0.088944,2.0,-56.5,6.208,921.25,2
1,0.37756,0.96229,0.031928,2.0,-57.0,4.5314,924.75,2
1,0.37756,0.96229,0.031928,2.0,-57.0,4.5314,924.75,2
1,0.37756,0.96229,0.031928,2.0,-57.0,4.5314,924.75,2
1,0.37756,0.96229,0.031928,2.0,-57.0,4.5314,924.75,2
1,0.37756,0.96229,0.031928,2.0,-57.0,4.5314,924.75,2
1,0.37756,0.96229,0.031928,2.0,-57.0,4.5314,924.75,2
1,0.64724,0.87042,0.14596,2.0,-57.5,0.35435,920.25,2
1,0.64724,0.87042,0.14596,2.0,-57.5,0.35435,920.25,2
1,0.64724,0.87042,0.14596,2.0,-57.5,0.35435,920.25,2
1,0.64724,0.87042,0.14596,2.0,-57.5,0.35435,920.25,2
1,0.64724,0.87042,0.14596,2.0,-57.5,0.35435,920.25,2
1,0.64724,0.87042,0.14596,2.0,-57.5,0.35435,920.25,2
1,0.64724,0.87042,0.14596,2.0,-57.0,6.2356,920.75,2
1,0.64724,0.87042,0.14596,2.0,-57.0,6.2356,920.75,2
1,0.64724,0.87042,0.14596,2.0,-57.0,6.2356,920.75,2
1,0.64724,0.87042,0.14596,2.0,-57.0,6.2356,920.75,2
1,0.64724,0.87042,0.14596,2.0,-57.0,6.2356,920.75,2
1,0.64724,0.87042,0.14596,2.0,-57.0,6.2356,920.75,2
1,0.64724,0.87042,0.14596,2.0,-57.5,4.9548,922.75,2
1,0.64724,0.87042,0.14596,2.0,-57.5,4.9548,922.75,2
1,0.64724,0.87042,0.14596,2.0,-57.5,4.9548,922.75,2
1,0.64724,0.87042,0.14596,2.0,-57.5,4.9548,922.75,2
1,0.64724,0.87042,0.14596,2.0,-57.5,4.9548,922.75,2
1,0.64724,0.87042,0.14596,2.0,-57.5,4.9548,922.75,2
1,0.64724,0.87042,0.14596,1.0,-68.0,0.35435,921.75,2
1,0.64724,0.87042,0.14596,1.0,-68.0,0.35435,921.75,2
1,0.64724,0.87042,0.14596,1.0,-68.0,0.35435,921.75,2
1,0.64724,0.87042,0.14596,1.0,-68.0,0.35435,921.75,2
1,0.64724,0.87042,0.14596,1.0,-68.0,0.35435,921.75,2
1,0.64724,0.87042,0.14596,1.0,-68.0,0.35435,921.75,2
1,0.54171,0.89339,0.088944,2.0,-57.0,5.6635,921.75,2
1,0.54171,0.89339,0.088944,2.0,-57.0,5.6635,921.75,2
1,0.54171,0.89339,0.088944,2.0,-57.0,5.6635,921.75,2
1,0.54171,0.89339,0.088944,2.0,-57.0,5.6635,921.75,2
1,0.54171,0.89339,0.088944,2.0,-57.0,5.6635,921.75,2
1,0.54171,0.89339,0.088944,2.0,-57.0,5.6635,921.75,2
1,0.54171,0.89339,0.088944,2.0,-57.5,4.4056,924.25,2
1,0.54171,0.89339,0.088944,2.0,-57.5,4.4056,924.25,2
1,0.54171,0.89339,0.088944,2.0,-57.5,4.4056,924.25,2
1,0.54171,0.89339,0.088944,2.0,-57.5,4.4056,924.25,2
1,0.54171,0.89339,0.088944,2.0,-57.5,4.4056,924.25,2
1,0.54171,0.89339,0.088944,2.0,-57.5,4.4056,924.25,2
1,0.55344,0.89339,0.088944,2.0,-57.5,1.8899,922.75,2
1,0.55344,0.89339,0.088944,2.0,-57.5,1.8899,922.75,2
1,0.55344,0.89339,0.088944,2.0,-57.5,1.8899,922.75,2
1,0.55344,0.89339,0.088944,2.0,-57.5,1.8899,922.75,2
1,0.55344,0.89339,0.088944,2.0,-57.5,1.8899,922.75,2
1,0.55344,0.89339,0.088944,2.0,-57.5,1.8899,922.75,2
1,0.55344,0.89339,0.088944,2.0,-57.0,5.2232,922.25,2
1,0.55344,0.89339,0.088944,2.0,-57.0,5.2232,922.25,2
1,0.55344,0.89339,0.088944,2.0,-57.0,5.2232,922.25,2
1,0.55344,0.89339,0.088944,2.0,-57.0,5.2232,922.25,2
1,0.55344,0.89339,0.088944,2.0,-57.0,5.2232,922.25,2
1,0.55344,0.89339,0.088944,2.0,-57.0,5.2232,922.25,2
1,0.55344,0.89339,0.088944,2.0,-58.0,5.7325,920.75,2
1,0.55344,0.89339,0.088944,2.0,-58.0,5.7325,920.75,2
1,0.55344,0.89339,0.088944,2.0,-58.0,5.7325,920.75,2
1,0.55344,0.89339,0.088944,2.0,-58.0,5.7325,920.75,2
1,0.0023451,1.0542,0.054735,2.0,-52.5,1.0723,920.25,4
1,0.0023451,1.0542,0.054735,2.0,-52.5,1.0723,920.25,4
1,0.0023451,1.0542,0.054735,2.0,-52.5,1.0723,920.25,4
1,0.0023451,1.0542,0.054735,2.0,-52.5,1.0723,920.25,4
1,0.0023451,1.0542,0.054735,2.0,-52.5,1.0723,920.25,4
1,0.0023451,1.0542,0.054735,2.0,-52.5,1.0723,920.25,4
1,0.41273,0.85894,0.24859,2.0,-49.0,0.2301,924.25,4
1,0.41273,0.85894,0.24859,2.0,-49.0,0.2301,924.25,4
1,0.41273,0.85894,0.24859,2.0,-49.0,0.2301,924.25,4
1,0.41273,0.85894,0.24859,2.0,-49.0,0.2301,924.25,4
1,0.41273,0.85894,0.24859,2.0,-49.0,0.2301,924.25,4
1,0.41273,0.85894,0.24859,2.0,-49.0,0.2301,924.25,4
1,0.096148,1.0427,0.13456,2.0,-48.5,1.9113,924.25,4
1,0.096148,1.0427,0.13456,2.0,-48.5,1.9113,924.25,4
1,0.096148,1.0427,0.13456,2.0,-48.5,1.9113,924.25,4
1,0.096148,1.0427,0.13456,2.0,-48.5,1.9113,924.25,4
1,0.096148,1.0427,0.13456,2.0,-48.5,1.9113,924.25,4
1,0.096148,1.0427,0.13456,2.0,-48.5,1.9113,924.25,4
1,0.23685,0.87042,0.020525,1.0,-67.0,0.21322,924.75,4
1,0.23685,0.87042,0.020525,1.0,-67.0,0.21322,924.75,4
1,0.23685,0.87042,0.020525,1.0,-67.0,0.21322,924.75,4
1,0.23685,0.87042,0.020525,1.0,-67.0,0.21322,924.75,4
1,0.23685,0.87042,0.020525,1.0,-67.0,0.21322,924.75,4
1,0.23685,0.87042,0.020525,1.0,-67.0,0.21322,924.75,4
1,0.23685,0.87042,0.020525,4.0,-65.0,5.7187,921.25,1
1,0.23685,0.87042,0.020525,4.0,-65.0,5.7187,921.25,1
1,0.23685,0.87042,0.020525,4.0,-65.0,5.7187,921.25,1
1,0.23685,0.87042,0.020525,4.0,-65.0,5.7187,921.25,1
1,0.23685,0.87042,0.020525,4.0,-65.0,5.7187,921.25,1
1,0.23685,0.87042,0.020525,4.0,-65.0,5.7187,921.25,1
1,0.38928,0.80152,-0.047893,1.0,-56.5,0.13806,922.75,1
1,0.38928,0.80152,-0.047893,1.0,-56.5,0.13806,922.75,1
1,0.38928,0.80152,-0.047893,1.0,-56.5,0.13806,922.75,1
1,0.38928,0.80152,-0.047893,1.0,-56.5,0.13806,922.75,1
1,0.38928,0.80152,-0.047893,1.0,-56.5,0.13806,922.75,1
1,0.38928,0.80152,-0.047893,1.0,-56.5,0.13806,922.75,1
1,0.38928,0.80152,-0.047893,1.0,-57.0,0.076699,922.75,1
1,0.38928,0.80152,-0.047893,1.0,-57.0,0.076699,922.75,1
1,0.38928,0.80152,-0.047893,1.0,-57.0,0.076699,922.75,1
1,0.38928,0.80152,-0.047893,1.0,-57.0,0.076699,922.75,1
1,0.38928,0.80152,-0.047893,1.0,-57.0,0.076699,922.75,1
1,0.38928,0.80152,-0.047893,1.0,-57.0,0.076699,922.75,1
1,0.58862,0.96229,0.22578,3.0,-57.5,0.03068,923.75,1
1,0.58862,0.96229,0.22578,3.0,-57.5,0.03068,923.75,1
1,0.58862,0.96229,0.22578,3.0,-57.5,0.03068,923.75,1
1,0.58862,0.96229,0.22578,3.0,-57.5,0.03068,923.75,1
